868,672
658,963
416,346
287,658
237,723
2,08425
1,28945
1,01705
0,8618
1,824
3,5851
3,6193
3,6144
1 555,37
1 494,29
880,204
620,028
527,99
3,4199
2,13075
1,617
1,4903
2,7111
5,8077
5,4167
5,48925
2 704,2
2 524,06
1 556,38
1 090,34
885,803
4,64695
2,6855
2,2139
2,17675
4,03665
7,3962
7,2696
7,3194
4 217,54
4 099,56
2 412,07
1 693,87
1 394,18
6,0677
3,77565
2,86285
2,6728
5,17715
9,47395
9,4167
9,89145
